Identifier,Sentence,Category1,basic qualifications,physical demands,experience,preferred qualifications,schedule,additional information,policy,licenses  certifications,salary,job description,disclaimer,location,education,company description,training,benefits
51a2601f08b50734,additional information,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51a2601f08b50734,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51a2601f08b50734,require qualification experience,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51a2601f08b50734,training will include and must successfully complete,training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51a2601f08b50734,desire characteristic,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51a2601f08b50734,physical requirement,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51a2601f08b50734,essential duty responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51a2601f08b50734,about sky climber renewable,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5207b0123f8834ea,the work,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5207b0123f8834ea,you ’ll often be,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5207b0123f8834ea,here be what you need,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207b0123f8834ea,covid-19 update,policy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5207b0123f8834ea,what we believe,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5207b0123f8834ea,other employment statement,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,work location,location,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
528ae8129261b816,duty and responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,background,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
528ae8129261b816,however there be some challenge to the deployment of renewable energy solution by t pccs include,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,functional responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,within delegate authority the renewable energy consultant will be responsible for the follow duty,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,stakeholder engagement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,planning and design,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,project implementation,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,training,training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
528ae8129261b816,qualification special skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528ae8129261b816,output work assignment,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c5fd4689febdd9,job description,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c5fd4689febdd9,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c5fd4689febdd9,what we offer,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52c5fd4689febdd9,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52c5fd4689febdd9,supplemental pay,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5453373d2e75391c,pwc professional skill and responsibility for this management level include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5453373d2e75391c,basic qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5453373d2e75391c,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5453373d2e75391c,prefer knowledge skill,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5453373d2e75391c,demonstrate extensive ability and/or a prove record of success as a team leader,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5453373d2e75391c,demonstrate extensive ability and/or a prove record of success as a team leader who take ownership and deliver on small to medium sized task with short turnaround time and minimal guidance include the follow area,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5453373d2e75391c,for position in new york city visit the following link for pay range information https://pwc.to/payrange-a-advisorymanager,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54955eec770109eb,job duty,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54955eec770109eb,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54b0694037622a24,position summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54b0694037622a24,position responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54b0694037622a24,position qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54b0694037622a24,eeo employer w m vet disabled sexual orientation gender identity,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
551771db55157f6a,pwc professional skill and responsibility for this management level include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551771db55157f6a,basic qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551771db55157f6a,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551771db55157f6a,prefer knowledge skill,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551771db55157f6a,demonstrate extensive ability and/or a prove record of success as a team leader,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
551771db55157f6a,demonstrate extensive ability and/or a prove record of success as a team leader who take ownership and deliver on small to medium sized task with short turnaround time and minimal guidance include the follow area,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
551771db55157f6a,for position in new york city visit the following link for pay range information https://pwc.to/payrange-a-advisorymanager,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
566e604e16f9835f,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566e604e16f9835f,require skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566e604e16f9835f,equal opportunity employer disability veteran,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56c1ec3e9e833291,job summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56c1ec3e9e833291,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56c1ec3e9e833291,about sky climber,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56c1ec3e9e833291,about vesta,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56c1ec3e9e833291,additional information,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56c1ec3e9e833291,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56c1ec3e9e833291,require qualification experience,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56c1ec3e9e833291,training will include and must successfully complete,training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56c1ec3e9e833291,desire characteristic,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56c1ec3e9e833291,physical requirement,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56c1ec3e9e833291,essential duty responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56c1ec3e9e833291,about sky climber renewable,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56dc15baeea438aa,what you need,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56dc15baeea438aa,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56dc15baeea438aa,what we offer,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56dc15baeea438aa,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56dc15baeea438aa,supplemental pay type,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5818d66b83bc0100,a few thing you should know about we,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5818d66b83bc0100,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5818d66b83bc0100,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5818d66b83bc0100,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5818d66b83bc0100,supplemental pay type,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5818d66b83bc0100,experience,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
589eafad1446c893,minimum requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589eafad1446c893,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
589eafad1446c893,what we offer,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5aed1c578cb80bf4,post summary,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,work title,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,role title,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,role code,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,position number,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,agency,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,division,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,work location,location,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5aed1c578cb80bf4,hire range,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5aed1c578cb80bf4,emergency essential personnel,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,work schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5aed1c578cb80bf4,special assignment,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,recruitment type,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,number of vacancy,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,agency website,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5aed1c578cb80bf4,special instruction to applicant,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5b37b87acade1430,company description,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5b37b87acade1430,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5b37b87acade1430,responsibility include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b37b87acade1430,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b37b87acade1430,requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b37b87acade1430,experience manage multi disciplinary team on energy sustainability or decarbonization project in sector such as,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5b37b87acade1430,utility program,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5b37b87acade1430,experience with any of the follow client type federal state or local government utility commercial real estate advanced manufacturing and/or life science,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5e7b04b946c9023f,essential duty and responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e7b04b946c9023f,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e7b04b946c9023f,about conmet,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5e7b04b946c9023f,compensation benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5ee86e40e56e1294,company overview,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5ee86e40e56e1294,about novasource,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5ee86e40e56e1294,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5ee86e40e56e1294,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ee86e40e56e1294,educational professional and/or other requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ee86e40e56e1294,physical demand,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ee86e40e56e1294,desire qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5ee86e40e56e1294,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5ee86e40e56e1294,experience,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5ee86e40e56e1294,license certification,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5f080c12f01e314c,position summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5f080c12f01e314c,position responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f080c12f01e314c,position qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f080c12f01e314c,eeo employer w m vet disabled sexual orientation gender identity,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
606f46b892135f9e,overview,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
606f46b892135f9e,technician be at the backbone of our organization therefore we provide they with the tool and resource to be successful,training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
606f46b892135f9e,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606f46b892135f9e,job summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
606f46b892135f9e,essential function,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606f46b892135f9e,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606f46b892135f9e,knowledge skill ability education,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606f46b892135f9e,physical demand,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606f46b892135f9e,specific vision ability require by this job include close distance and peripheral vision,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606f46b892135f9e,work environment,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
606f46b892135f9e,disclaimer,disclaimer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606f46b892135f9e,about alta,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
606f46b892135f9e,alta equipment company pride itself in the p ’s of business,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
606f46b892135f9e,what we look for,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606f46b892135f9e,other opportunity at alta,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,open date 03/14/2022,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,overview of general responsibility and duty,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,essential function,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,education,education,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6073ce22ecb34ee5,experience,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,general requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,certificate license,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,other requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,condition of employment,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073ce22ecb34ee5,employee benefit package,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6073ce22ecb34ee5,employee recognition event,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6133409711795bd8,new opportunity at fast grow solar company,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6133409711795bd8,role overview,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6133409711795bd8,compensation,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6133409711795bd8,requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6133409711795bd8,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6133409711795bd8,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6133409711795bd8,supplemental pay,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
616ddceeea813841,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
616ddceeea813841,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616ddceeea813841,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616ddceeea813841,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
620c7374beb2d650,job i d,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,date,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,location,location,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
620c7374beb2d650,full part time,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
620c7374beb2d650,department wholesale marketing,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,hire manager steven maesta,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,preference,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
620c7374beb2d650,salary grade g05,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
620c7374beb2d650,summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
620c7374beb2d650,essential duty and responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,competency,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,minimum education and/or experience,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,communication skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,mathematical skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,computer skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,analysis and problem solve ability,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,physical demand,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620c7374beb2d650,work environment,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62b26cb164ffd29d,overview,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62b26cb164ffd29d,job summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62b26cb164ffd29d,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62b26cb164ffd29d,about sky climber,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62b26cb164ffd29d,about vesta,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62b26cb164ffd29d,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62b26cb164ffd29d,require qualification experience,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62b26cb164ffd29d,training will include and must successfully complete,training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62b26cb164ffd29d,desire characteristic,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62b26cb164ffd29d,physical requirement,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62b26cb164ffd29d,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62b26cb164ffd29d,essential duty responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63eded12ef53e10f,the follow skill be necessary,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63eded12ef53e10f,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63eded12ef53e10f,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63eded12ef53e10f,experience,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63eded12ef53e10f,license certification,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6694b9fda673eddb,additional specific accountability include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6694b9fda673eddb,train,training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6694b9fda673eddb,skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6694b9fda673eddb,education experience,education,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6694b9fda673eddb,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6694b9fda673eddb,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6694b9fda673eddb,application question(s,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66dd497e7fb5cbc5,job type,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66dd497e7fb5cbc5,who we be,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66dd497e7fb5cbc5,what will you be do,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66dd497e7fb5cbc5,who you be,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66dd497e7fb5cbc5,what a career at colorado spring utility can offer you,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66dd497e7fb5cbc5,accessibility accommodation,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66dd497e7fb5cbc5,job type business operation,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68f1e7802e23664d,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68f1e7802e23664d,note,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68f1e7802e23664d,about the role,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68f1e7802e23664d,your capability,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68f1e7802e23664d,additional job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68f1e7802e23664d,require skill experience education,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68f1e7802e23664d,prefer,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68f1e7802e23664d,leadership behavior,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68f1e7802e23664d,about gm,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68f1e7802e23664d,benefit overview,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68f1e7802e23664d,our comprehensive compensation plan incude the follow benefit in addition to many other,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68f1e7802e23664d,equal employment opportunity statement,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
699754c222ea1fbd,about we,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
699754c222ea1fbd,require,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699754c222ea1fbd,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
699754c222ea1fbd,experience level,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
699754c222ea1fbd,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
699754c222ea1fbd,application question(s,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699754c222ea1fbd,experience,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6a16a7f6d890708e,key responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a16a7f6d890708e,require qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a16a7f6d890708e,time management skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a16a7f6d890708e,prefer but not require qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6a16a7f6d890708e,eoe minority female vet disability,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6a35944bf2b2467f,job location,location,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6a35944bf2b2467f,department overview,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6a35944bf2b2467f,position summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6a35944bf2b2467f,a reasonable salary range be,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6a35944bf2b2467f,bay area minimum,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6a35944bf2b2467f,bay area maximum,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6a35944bf2b2467f,california minimum,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6a35944bf2b2467f,california maximum,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6a35944bf2b2467f,job responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a35944bf2b2467f,minimum,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a35944bf2b2467f,desire,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6a7d024aa5f9839f,duty,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a7d024aa5f9839f,requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a7d024aa5f9839f,condition of employment,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
